sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
2775324,a high proportion of persons,are,treated,With,the IGRA,7,11,15,15,16,16,0,0,1,2,"With the IGRA as reference standard , a high proportion of persons in low-prevalence settings are treated unnecessarily for LTBI if tested with TST alone , while a small proportion eligible for preventive treatment are missed ."
2788032,Prothrombotic forms,are,treated,with,long-term anticoagulants,0,1,2,2,3,3,4,4,5,6,Prothrombotic forms are treated with long-term anticoagulants .
2827220,Salivary gland cancers,are,treated,with,surgery,0,2,3,3,5,5,6,6,7,7,"Salivary gland cancers are usually treated with surgery and irradiation ; however , some of the aggressive salivary gland cancers recur or metastasize and are not amendable to treatment with further surgery or irradiation ."
2827220,Salivary gland cancers,are,treated,with,irradiation,0,2,3,3,5,5,6,6,9,9,"Salivary gland cancers are usually treated with surgery and irradiation ; however , some of the aggressive salivary gland cancers recur or metastasize and are not amendable to treatment with further surgery or irradiation ."
2860189,non-affected meridian acupuncture group,is,treated,with,acupoints,39,42,48,48,49,49,50,50,51,51,The participants will be randomly assigned to four different groups ( three acupuncture groups and one waiting list group ) (1).The affected meridian acupuncture group ( n = 107 ) is treated with acupoints on the affected meridians (2).The non-affected meridian acupuncture group ( n = 107 ) is treated with acupoints on the non-affected meridians (3).The invasive sham acupuncture group ( n = 107 ) is provided with sham acupoints treatment (4).The waiting-list group ( n = 107 ) is not offered any intervention until they complete the trial .
2861845,intraductal lesions,are,treated,with,post-operative radiotherapy,13,14,15,15,16,16,17,17,18,19,"For lobular in situ lesions , no additional treatment is required , while intraductal lesions are treated with post-operative radiotherapy in case of Van Nuys score of 7 , 8 or 9 ."
2868028,the ' right ' patients,are,treated,with,the ' right drug,21,25,26,26,27,27,28,28,29,32,"We attempt to outline a possible path forward to assist patients , physicians , payers and the pharmaceutical industry in assuring the ' right ' patients are treated with the ' right drug ' in OA ."
2882189,common,is,treated,by,physicians,3,3,10,10,16,16,17,17,18,18,"Malnutrition is very common in ill , elderly patients and is frequently missed or often not treated by physicians ."
2896775,Adult Philadelphia ( Ph1 ) negative acute lymphoblastic leukemia,is,treated,with,conventional chemotherapy regimens,0,8,12,12,14,14,15,15,16,18,Adult Philadelphia ( Ph1 ) negative acute lymphoblastic leukemia ( ALL ) is usually treated with conventional chemotherapy regimens .
2897641,many Irish patients,are,treated,with,domiciliary oxygen,12,14,15,15,18,18,19,19,20,21,"Due to a lack of dedicated oxygen assessment and review services , many Irish patients are not optimally treated with domiciliary oxygen ."
2908288,isolated lesions,are,treated,by,simple excision,2,3,8,8,9,9,10,10,11,12,Most are isolated lesions without systemic involvement which are treated by simple excision .
2927109,Cerebral metastases,are,treated,with,limited benefit,0,1,5,5,7,7,13,13,14,15,"Cerebral metastases from malignant melanoma are often treated with whole-brain irradiation , but with limited benefit ."
2927109,Cerebral metastases,are,treated,with,whole-brain irradiation,0,1,5,5,7,7,8,8,9,10,"Cerebral metastases from malignant melanoma are often treated with whole-brain irradiation , but with limited benefit ."
2960929,the median region of the U-shaped volume,is,treated,by,the summation of both arcs,12,18,19,19,20,20,21,21,22,26,"Each arc delivers the total dose to each ipsilateral side , while the median region of the U-shaped volume is treated by the summation of both arcs ."
3010129,Acute care clinic patients,are,treated,by,NP,0,3,4,4,6,6,7,7,11,11,"Acute care clinic patients are then treated by the PA or NP and either released or referred to an emergency room physician , if their conditions warrant additional treatment ."
3010129,Acute care clinic patients,are,treated,by,the PA,0,3,4,4,6,6,7,7,8,9,"Acute care clinic patients are then treated by the PA or NP and either released or referred to an emergency room physician , if their conditions warrant additional treatment ."
3056420,HIV-positive persons,are,treated,with,ART,9,10,12,12,13,13,14,14,15,15,"The Swiss Federal Commission for HIV/AIDS has declared that HIV-positive persons who are treated with ART , have an undetectable viral load , and are free of co-occurring sexually transmitted infections ( STIs ) should be considered noninfectious for sexual transmission of HIV ."
3060877,Close S···O distances,are,treated,with,existing parameters,0,2,28,28,30,30,32,32,33,34,"Close S···O distances are observed in several important medicinal chemistry motifs ( e.g. a carbonyl oxygen connected by a carbon or nitrogen linker to a sulfur ) and are not treated well with existing parameters in the MMFFs or OPLS_2005 force fields , resulting in suboptimal geometries and energetics ."
3060883,physical characteristics of the systems,are,treated,with,the molecular mechanics force fields,8,12,14,14,15,15,17,17,18,22,The improved parameters can be mapped directly onto physical characteristics of the systems that are treated inadequately with the molecular mechanics force fields used in this study and potentially other force fields as well .
3060883,physical characteristics of the systems,are,treated,with,other force fields,8,12,14,14,15,15,17,17,29,31,The improved parameters can be mapped directly onto physical characteristics of the systems that are treated inadequately with the molecular mechanics force fields used in this study and potentially other force fields as well .
3152161,Organ-confined tumors,are,treated,by,operative removal,0,1,2,2,4,4,5,5,6,7,Organ-confined tumors are best treated by operative removal .
3154576,a diabetic patient,is,treated,with,hyperbaric oxygen therapy,5,7,11,11,12,12,13,13,14,16,Care should be taken when a diabetic patient with cardiovascular disease is treated with hyperbaric oxygen therapy .
3161649,Severe burns,are,treated,with,split-thickness skin autografts,0,1,2,2,4,4,5,5,6,8,Severe burns are conventionally treated with split-thickness skin autografts .
3186711,A 73-year-old women,is,treated,with,Pembrolizumab,0,2,22,22,23,23,24,24,25,25,"A 73-year-old women known for myositis , Crohn 's disease , and hypothyroidism and diagnosed with PD-L1 positive stage IV pulmonary adenocarcinoma is treated with Pembrolizumab ."
3228542,early stage breast cancer patients,are,treated,with,a wide range of radiation techniques,5,9,10,10,12,12,13,13,14,19,"After breast conserving surgery , early stage breast cancer patients are currently treated with a wide range of radiation techniques including whole breast irradiation ( WBI ) , accelerated partial breast irradiation ( APBI ) using high-dose rate ( HDR ) brachytherapy , or 3D-conformal radiotherapy ( 3D-CRT ) ."
3229215,Benign prostatic hyperplasia,are,treated,with,surgical procedures,0,2,13,13,15,15,16,16,17,18,Benign prostatic hyperplasia and prostate cancer are common diagnoses in older men and are frequently treated with surgical procedures .
3265898,the intramolecular interactions,are,treated,by,a standard molecular Hamiltonian,6,8,9,9,10,10,11,11,12,15,"According to the hybrid approach , the intramolecular interactions are treated by a standard molecular Hamiltonian , and the nonelectrostatic intermolecular forces are described by density fields ."
3268581,bone marrow cells,are,treated,with,0.005 % trypsin,1,3,4,4,5,5,9,9,10,12,"When bone marrow cells are treated for 1 min with 0.005 % trypsin and subsequently used for assaying chalone activity in the presence of cycloheximide , no inhibition is found ."
3269608,severe nephritis,is,treated,with,MMF,7,8,9,9,11,11,12,12,13,13,"After controlling for the fact that less severe nephritis is preferentially treated with MMF , we found overall that response to MMF was superior to CYC ."
3279984,early TNBC,is,treated,with,surgery,13,14,15,15,16,16,17,17,18,18,"Due to the absence of targets such as HER2 or hormone receptors , early TNBC is treated with surgery and chemotherapy ."
3279984,early TNBC,is,treated,with,chemotherapy,13,14,15,15,16,16,17,17,20,20,"Due to the absence of targets such as HER2 or hormone receptors , early TNBC is treated with surgery and chemotherapy ."
3302868,several clinical groups,are,treated,with,specific treatment modalities,3,5,7,7,8,8,9,9,10,12,", there are several clinical groups that are treated with specific treatment modalities ."
3347300,Asian patients with Parkinson 's disease,are,treated,with,lower dosages of dopaminergic medications,15,20,23,23,24,24,25,25,26,30,"There are limited data on the prevalence of impulsive-compulsive behaviors and subsyndromal impulsive-compulsive behaviors in Asian patients with Parkinson 's disease , who are treated with lower dosages of dopaminergic medications ."
3463453,Acute rejections,are,treated,with,3 g Urbason,0,1,2,2,3,3,7,7,8,10,Acute rejections are treated as a rule with 3 g Urbason .
3465419,most patients,are,treated,by,dietary manipulation,14,15,16,16,17,17,19,19,20,21,"Dumping symptoms may occur in up to 50 % of postgastrectomy patients , but most patients are treated satisfactorily by dietary manipulation or , in the rare incapacitated patient , by the long-acting somatostatin analogue octreotide ."
3468570,most UCL tears,are,treated,with,reconstruction,17,19,20,20,22,22,23,23,24,24,"Acute avulsion injuries can be repaired , especially in those under 20 years of age , but most UCL tears are now treated with reconstruction ."
3471234,specific problems,are,treated,by,specific care types,8,9,10,10,11,11,12,12,13,15,Psychosocial care systems have been designed so that specific problems are treated by specific care types .
3472602,The ultrashort segment variety,is,treated,with,posterior anorectal myectomy,0,3,4,4,5,5,6,6,7,9,The ultrashort segment variety is treated with posterior anorectal myectomy which requires no prior colostomy creation .
3506985,a penicillin-sensitive bacterium,is,treated,with,penicillin-based antibiotics,3,5,16,16,17,17,19,19,20,21,"Streptococcus pneumoniae , a penicillin-sensitive bacterium , is recognized as a major cause of pneumonia and is treated clinically with penicillin-based antibiotics ."
3512612,Oral squamous cell carcinoma cells,are,treated,with,"different concentrations ( 10 , 20 , and 40 μg/mL ) of S. cumuni",0,4,5,5,6,6,7,7,8,21,"Oral squamous cell carcinoma cells are treated with different concentrations ( 10 , 20 , and 40 μg/mL ) of S. cumuni for 24 hours and cytotoxicity was analyzed by MTT assay ."
3515859,other disorders,are,treated,with,medications,10,11,14,14,16,16,17,17,18,18,"Obstructive sleep apnea ( OSA ) is often associated with other disorders , which are usually treated with medications ."
3533137,Serious infections,are,treated,by,paediatricians,0,1,2,2,4,4,5,5,6,6,Serious infections are often treated by paediatricians with parenteral antibiotics .
3533137,Serious infections,are,treated,with,parenteral antibiotics,0,1,2,2,4,4,7,7,8,9,Serious infections are often treated by paediatricians with parenteral antibiotics .
3573147,giant mucoceles,are,treated,with,an open or combined approach,7,8,9,9,11,11,12,12,13,17,"Although typical mucoceles are managed endoscopically , giant mucoceles are often treated with an open or combined approach due to various concerns , including frontal lobe displacement , size , and rapid decompression of the intracranial component ."
3589851,Nasal polyposis,is,treated,by,surgery,0,1,2,2,4,4,5,5,6,6,"Nasal polyposis is principally treated by surgery , which may be combined with administration of topical corticosteroids to postpone or prevent recurrences ."
3629510,weighed,is,treated,with,perchloric acid,10,10,16,16,17,17,18,18,19,20,"After removal of the excess reagent through washing , a weighed quantity of the polymer support is treated with perchloric acid to release the 4,4'-dimethoxytrityl cation from the solid support into the solution ."
